compartment_yeast,day,yeast,average_weighted_mtype
Duodenum,7,Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1,0.0008810857223765527
Duodenum,7,Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1,-0.0005220247866711331
Duodenum,7,Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1,-0.00028169295613094287
Duodenum,7,Saccharomyces_yjm1332_gca_000977145.Sc_YJM1332_v1,0.0002688074137884498
Duodenum,7,Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1,-0.0004856509284919132
Duodenum,7,Saccharomyces_yjm1355_gca_000977295.Sc_YJM1355_v1,-0.0001358551970424337
Duodenum,7,Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1,-0.0003727815287488931
Duodenum,7,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.00012437292888064583
Duodenum,7,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.0001467409633685562
Duodenum,7,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,-0.000422077098625449
Duodenum,7,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,8.85815267085867e-05
Duodenum,7,Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1,8.772706384390119e-05
Duodenum,7,Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1,-0.0005835838069266243
Duodenum,7,Saccharomyces_yjm1615_gca_000978345.Sc_YJM1615_v1,-0.00023384063669660673
Duodenum,7,Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1,0.00012566532091857422
Duodenum,7,Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1,0.0006615703770662503
Duodenum,7,Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1,-0.0006523534397878735
Duodenum,7,Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1,-0.0001441699863081596
Duodenum,7,Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1,-0.0005593445170161063
Duodenum,7,Talaromyces_ATCC_10500_GCF_000003125.1,-0.0005787230690199563
Duodenum,7,Talaromyces_pm1_gca_000750115.ASM75011v1,-1.2935166323658192e-05
Duodenum,7,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,-0.0007027925131031695
Duodenum,7,Trichoderma_gca_002022785.ASM202278v1,0.0001412251568473157
Duodenum,7,Trichoderma_gca_003025115.Trici_v4.0,-0.0002749175057169908
Duodenum,7,Wickerhamomyces_NRRL_Y,-0.0002728208957361847
Duodenum,21,Alternaria_FERA_1082_GCA_004154745.1,5.465949670402089e-05
Duodenum,21,Alternaria_FERA_1164_GCA_004156015.1,-0.0003805463653118556
Duodenum,21,Alternaria_FERA_1177_GCA_004154755.1,0.00013095347690858966
Duodenum,21,Alternaria_FERA_24350_GCA_004154735.1,-0.00013218464512346735
Duodenum,21,Alternaria_FERA_635_GCA_004168565.1,-2.148892506227006e-07
Duodenum,21,Alternaria_MG1_GCA_003574525.1,0.000143912991182162
Duodenum,21,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,0.0002505014373110837
Duodenum,21,Aspergillus_3_042_gca_000269785.AspOry3042,-7.884779300978922e-05
Duodenum,21,Aspergillus_ATCC_13496_GCA_003344705.1,-7.700402254734182e-05
Duodenum,21,Aspergillus_ATCC_16872_GCF_001890905.1,-0.0003805653778510609
Duodenum,21,Aspergillus_CA14_GCA_003709025.1,-0.0003660899938221147
Duodenum,21,Aspergillus_CBS_101883_GCF_003184595.1,9.525077951082625e-05
Duodenum,21,Aspergillus_CBS_101889_GCA_003184865.1,0.00013797907651843093
Duodenum,21,Aspergillus_CBS_114.51_GCF_003184785.1,4.7268015354228396e-05
Duodenum,21,Aspergillus_CBS_117626_GCA_009193485.1,-3.0559314647862334e-05
Duodenum,21,Aspergillus_CBS_121591_GCF_003184745.1,0.00016021443982015438
Duodenum,21,Aspergillus_CBS_130017_GCA_009193525.1,-0.00015467390074352716
Duodenum,21,Aspergillus_CBS_139.54b_GCF_003344945.1,-2.2550161147973513e-06
Duodenum,21,Aspergillus_CBS_313.89_GCA_003184825.1,-0.0003961620595313087
Duodenum,21,Aspergillus_CBS_553.77_GCA_009193565.1,0.0001478050507194625
Duodenum,21,Aspergillus_CBS_763.97_GCA_009193585.1,1.4135546556158243e-05
Duodenum,21,Aspergillus_HMR_AF_1038_GCA_002234975.2,8.940478962219703e-05
Duodenum,21,Aspergillus_HMR_AF_23_GCA_002234965.2,0.00012802856837870405
Duodenum,21,Aspergillus_IBT_18842_GCA_009193465.1,3.0203375864784353e-05
Duodenum,21,Aspergillus_IBT_28561_GCF_002847485.1,-0.0003979697233220248
Duodenum,21,Aspergillus_IBT_29228_GCA_009193595.1,-1.7566659760529044e-05
Duodenum,21,Aspergillus_IFM_58123_GCA_003850985.1,-0.0003808894202648582
Duodenum,21,Aspergillus_NIH2624_GCF_000149615.1,-0.0001634223782122647
Duodenum,21,Aspergillus_NRRL3357_GCF_000006275.2,3.149814825403233e-05
Duodenum,21,Aspergillus_RIB40_GCF_000184455.2,-0.0003805485893994473
Duodenum,21,Aspergillus_af70_gca_000952835.ASM95283v1,9.088402609987809e-06
Duodenum,21,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.00022746124245647735
Duodenum,21,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-2.3908168970361163e-05
Duodenum,21,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.00018476949140389896
Duodenum,21,Aspergillus_cbs_115572_gca_003184525.Aspscl1,0.00016883660840305144
Duodenum,21,Aspergillus_cbs_134_48_gca_001890745.Asptu1,-5.0410691152117655e-05
Duodenum,21,Aspergillus_cbs_583_65_gca_001890125.Aspve1,-0.00010334403517102227
Duodenum,21,Aspergillus_dto_134e9_gca_001890725.Aspwe1,0.00016216092095186675
Duodenum,21,Aspergillus_gca_001515345.ASM151534v1,0.00013589708597233359
Duodenum,21,Aspergillus_gca_001717485.ASM171748v1,0.00012428234110977836
Duodenum,21,Aspergillus_gca_002234965.ASM223496v1,-8.616006220480334e-05
Duodenum,21,Aspergillus_ibt_23096_gca_002849105.Aspste1,-7.916479404408627e-06
Duodenum,21,Aspergillus_z5_gca_001029325.ASM102932v1,3.200564862716845e-06
Duodenum,21,Aureobasidium_EXF,-0.00024757820276996784
Duodenum,21,Aureobasidium_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,1.1308192558972876e-05
Duodenum,21,Candida_ATCC_20962_GCA_003327735.1,8.788064296872104e-05
Duodenum,21,Candida_p60002_gca_000784525.Cand_albi_P60002_V1,-6.291072814556942e-06
Duodenum,21,Cercospora_gca_002933655.Cbert_1,8.901882350759028e-05
Duodenum,21,Clavispora_P2_GCA_009498075.1,0.0001944418013470545
Duodenum,21,Clavispora_P4_GCA_009498135.1,0.00011521724320363531
Duodenum,21,Clavispora_P5_GCA_009498115.1,0.00011415167413780389
Duodenum,21,Colletotrichum_CBS_518.97_GCA_004367935.1,4.735457498499818e-05
Duodenum,21,Colletotrichum_M1.001_GCF_000149035.1,7.89764281821732e-05
Duodenum,21,Colletotrichum_MAFF305635,0.00011897071932795634
Duodenum,21,Colletotrichum_MAFF_240422_104,-8.75329241530245e-05
Duodenum,21,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,-8.057520935622842e-05
Duodenum,21,Colletotrichum_gca_000696135.ASM69613v1,0.0001915048366377892
Duodenum,21,Colletotrichum_gca_001563125.CSAL01,-0.00023988604279059122
Duodenum,21,Colletotrichum_gca_001563135.CSIM01,0.00012414299755002727
Duodenum,21,Colletotrichum_gca_001625285.Ci238704v1,5.148146419301143e-05
Duodenum,21,Colletotrichum_gca_001855235.ASM185523v1,2.9040497017749185e-05
Duodenum,21,Colletotrichum_gca_001937105.ASM193710v1,0.00017556351982664305
Duodenum,21,Cutaneotrichosporon_IBC0246_GCF_001027345.1,1.67610944664456e-05
Duodenum,21,Cyberlindnera_gca_001983305.ASM198330v1,-0.00011307666296594572
Duodenum,21,Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1,-0.0001907902005708143
Duodenum,21,Debaryomyces_CBS_789_GCF_001447935.1,-3.6073239845204094e-05
Duodenum,21,Diaporthe_gca_001006365.UCDDA912v1.0,7.136760630974633e-05
Duodenum,21,Eremothecium_DBVPG#7215_GCF_000235365.1,1.3350941223173868e-05
Duodenum,21,Exidia_hhb12029_gca_001632375.Exigl1,-0.00021684190025619585
Duodenum,21,Fusarium_NRRL_13405_GCA_003012295.1,-0.00038011147451664194
Duodenum,21,Fusarium_NRRL_20438_GCA_003947045.1,2.4227031688691696e-05
Duodenum,21,Fusarium_NRRL_3299_GCA_003012315.1,9.405562287650059e-05
Duodenum,21,Fusarium_f._sp._cepae_FoC_A23_GCA_003615075.1,0.00014255208546577603
Duodenum,21,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,-7.96331195640977e-05
Duodenum,21,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.00016221965172343142
Duodenum,21,Fusarium_gca_001292635.ASM129263v1,4.9194624868379164e-05
Duodenum,21,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,-0.00038370788773932753
Duodenum,21,Malassezia_CBS_7877_GCA_003691605.1,0.00021529574524390582
Duodenum,21,Metschnikovia_ICS1,0.00010627310779598778
Duodenum,21,Mucor_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,-1.8035385253928376e-06
Duodenum,21,Penicillium_Wisconsin_54,0.00012441720884656812
Duodenum,21,Penicillium_fm164_gca_000513255.PROQFM164_20130607,8.260588309726056e-05
Duodenum,21,Penicillium_fm_013_gca_000513335.PCAMFM013_20131106,-3.043741487479442e-05
Duodenum,21,Penicillium_gca_000710275.ASM71027v1,3.267871338139797e-05
Duodenum,21,Penicillium_gca_000769735.ASM76973v1,-0.00022482295615602156
Duodenum,21,Penicillium_gca_000769765.ASM76976v1,-2.630296723309508e-05
Duodenum,21,Penicillium_gca_002016555.ASM201655v1,0.00015711041058240108
Duodenum,21,Penicillium_gca_002072265.ASM207226v1,9.448820403416083e-05
Duodenum,21,Penicillium_gca_002072345.ASM207234v1,0.0002008922910611088
Duodenum,21,Penicillium_gca_002072375.ASM207237v1,-9.391689727232339e-05
Duodenum,21,Purpureocillium_gca_001653265.ASM165326v1,-0.00038049321733006923
Duodenum,21,Purpureocillium_gca_003144605.ASM314460v1,-4.0342946453429444e-05
Duodenum,21,Rhizopus_CBS_357.93_GCA_003325435.1,-5.108600968424681e-06
Duodenum,21,Rhizopus_gca_002083735.Rhimi_ATCC11559_1,0.00010163606080695562
Duodenum,21,Rhizopus_ra_99_880_gca_000149305.RO3,6.408120901261121e-05
Duodenum,21,Rhodotorula_NBRC10032_GCA_007990605.1,-0.0002907370004051315
Duodenum,21,Rhodotorula_NP11_GCF_000320785.1,0.00021667240518809066
Duodenum,21,Rhodotorula_UCD,-7.620834282878508e-05
Duodenum,21,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,8.638872289694772e-05
Duodenum,21,Rhodotorula_gca_002922495.ASM292249v1,0.0001564214991174949
Duodenum,21,Saccharomyces_AWRI1631_GCA_000182175.1,9.763422571380582e-05
Duodenum,21,Saccharomyces_gca_001298625.SEUB3.0,8.533842492309037e-05
Duodenum,21,Saccharomyces_gca_001634645.GLBRCY22,-0.00017084564647017251
Duodenum,21,Saccharomyces_vin13_gca_000190215.ScVIN13_v01,9.048256507380804e-05
Duodenum,21,Saccharomyces_vl3_gca_000190235.ScVL3_v01,0.0002142695500978888
Duodenum,21,Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1,5.407790684053676e-05
Duodenum,21,Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1,-0.0003802606311235079
Duodenum,21,Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1,0.000136244429093463
Duodenum,21,Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1,-0.00010618682220623695
Duodenum,21,Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1,0.00011464790303547134
Duodenum,21,Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1,7.528966141866439e-05
Duodenum,21,Saccharomyces_yjm1332_gca_000977145.Sc_YJM1332_v1,0.00013259428782924594
Duodenum,21,Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1,0.00019631608880050976
Duodenum,21,Saccharomyces_yjm1355_gca_000977295.Sc_YJM1355_v1,-5.430424975264116e-05
Duodenum,21,Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1,-0.0003807022780533304
Duodenum,21,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.0001752149861288251
Duodenum,21,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,-0.0002485351864869079
Duodenum,21,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,1.437698770010467e-05
Duodenum,21,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,0.00018352905576259898
Duodenum,21,Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1,0.0001348772923171782
Duodenum,21,Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1,0.00012483183509299546
Duodenum,21,Saccharomyces_yjm1615_gca_000978345.Sc_YJM1615_v1,8.292878267849643e-05
Duodenum,21,Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1,-8.35019421436174e-05
Duodenum,21,Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1,0.00018624096963921864
Duodenum,21,Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1,0.0002443826583344657
Duodenum,21,Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1,-0.00038063772205100625
Duodenum,21,Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1,-7.767078530582958e-06
Duodenum,21,Talaromyces_ATCC_10500_GCF_000003125.1,0.00012988059930871504
Duodenum,21,Talaromyces_pm1_gca_000750115.ASM75011v1,9.938956768757722e-05
Duodenum,21,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.0002471532685935334
Duodenum,21,Trichoderma_gca_002022785.ASM202278v1,1.0883281481725409e-05
Duodenum,21,Trichoderma_gca_003025115.Trici_v4.0,0.00014582666604958872
Duodenum,21,Wickerhamomyces_NRRL_Y,0.0001550039618081889
Duodenum,35,Alternaria_FERA_1082_GCA_004154745.1,-0.00040686780263073563
Duodenum,35,Alternaria_FERA_1164_GCA_004156015.1,-0.00040512791721069105
Duodenum,35,Alternaria_FERA_1177_GCA_004154755.1,-0.0004075224405817286
Duodenum,35,Alternaria_FERA_24350_GCA_004154735.1,-0.00092549933303386
Duodenum,35,Alternaria_FERA_635_GCA_004168565.1,-0.00017465756394691403
Duodenum,35,Alternaria_MG1_GCA_003574525.1,-0.0004130747755964457
Duodenum,35,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,-0.0003070048128090834
Duodenum,35,Aspergillus_3_042_gca_000269785.AspOry3042,-0.0004182309498535847
Duodenum,35,Aspergillus_ATCC_13496_GCA_003344705.1,-0.0004990749388123259
Duodenum,35,Aspergillus_ATCC_16872_GCF_001890905.1,-0.0005908608047283828
Duodenum,35,Aspergillus_CA14_GCA_003709025.1,-0.0008548870881901063
Duodenum,35,Aspergillus_CBS_101883_GCF_003184595.1,-0.00031397193362453393
Duodenum,35,Aspergillus_CBS_101889_GCA_003184865.1,-0.00036272568310448687
Duodenum,35,Aspergillus_CBS_114.51_GCF_003184785.1,-0.000426056384306598
Duodenum,35,Aspergillus_CBS_117626_GCA_009193485.1,-0.00044018587758541905
Duodenum,35,Aspergillus_CBS_121591_GCF_003184745.1,-0.0005324201590232779
Duodenum,35,Aspergillus_CBS_130017_GCA_009193525.1,-0.0002074936811959088
Duodenum,35,Aspergillus_CBS_139.54b_GCF_003344945.1,-0.000340037058638075
Duodenum,35,Aspergillus_CBS_313.89_GCA_003184825.1,-0.0004680912473629684
Duodenum,35,Aspergillus_CBS_553.77_GCA_009193565.1,-0.00011713167857579018
Duodenum,35,Aspergillus_CBS_763.97_GCA_009193585.1,-0.0006875517910684318
Duodenum,35,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.0005689871400685214
Duodenum,35,Aspergillus_HMR_AF_23_GCA_002234965.2,-0.0003830314413962541
Duodenum,35,Aspergillus_IBT_18842_GCA_009193465.1,-0.000914991269605295
Duodenum,35,Aspergillus_IBT_28561_GCF_002847485.1,-1.625116917211998e-05
Duodenum,35,Aspergillus_IBT_29228_GCA_009193595.1,-0.000412942548401493
Duodenum,35,Aspergillus_IFM_58123_GCA_003850985.1,-0.0006287512599352855
Duodenum,35,Aspergillus_NIH2624_GCF_000149615.1,7.023860324060652e-05
Duodenum,35,Aspergillus_NRRL3357_GCF_000006275.2,-0.0006628729535883206
Duodenum,35,Aspergillus_RIB40_GCF_000184455.2,-0.0006369751210534671
Duodenum,35,Aspergillus_af70_gca_000952835.ASM95283v1,-0.0003911288846262007
Duodenum,35,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.00029554729316886907
Duodenum,35,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-0.0005920873462496812
Duodenum,35,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.0003263203780451052
Duodenum,35,Aspergillus_cbs_115572_gca_003184525.Aspscl1,-0.0006231383068984994
Duodenum,35,Aspergillus_cbs_134_48_gca_001890745.Asptu1,-0.0002743865377536037
Duodenum,35,Aspergillus_cbs_583_65_gca_001890125.Aspve1,-0.0003926410638093574
Duodenum,35,Aspergillus_dto_134e9_gca_001890725.Aspwe1,-0.0006418584560000067
Duodenum,35,Aspergillus_gca_001515345.ASM151534v1,-0.0003146287570603027
Duodenum,35,Aspergillus_gca_001717485.ASM171748v1,-0.0005683669887257427
Duodenum,35,Aspergillus_gca_002234965.ASM223496v1,-0.00018220530145538218
Duodenum,35,Aspergillus_ibt_23096_gca_002849105.Aspste1,-0.00044443060842511736
Duodenum,35,Aspergillus_z5_gca_001029325.ASM102932v1,-0.00037120041400272606
Duodenum,35,Aureobasidium_EXF,-0.00021410746351958616
Duodenum,35,Aureobasidium_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,-0.0002455633409603576
Duodenum,35,Candida_ATCC_20962_GCA_003327735.1,-0.0005935905713228325
Duodenum,35,Candida_p60002_gca_000784525.Cand_albi_P60002_V1,-0.0006145431833203382
Duodenum,35,Cercospora_gca_002933655.Cbert_1,-0.00043155914047339266
Duodenum,35,Clavispora_P2_GCA_009498075.1,-0.0005716660390129223
Duodenum,35,Clavispora_P4_GCA_009498135.1,-0.00029517518119322715
Duodenum,35,Clavispora_P5_GCA_009498115.1,1.8197837917741433e-05
Duodenum,35,Colletotrichum_CBS_518.97_GCA_004367935.1,-0.00043076618193565823
Duodenum,35,Colletotrichum_M1.001_GCF_000149035.1,-0.0003657855056260625
Duodenum,35,Colletotrichum_MAFF305635,-0.0004816802025938918
Duodenum,35,Colletotrichum_MAFF_240422_104,-0.0007853671416437272
Duodenum,35,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,-0.0002564538646131729
Duodenum,35,Colletotrichum_gca_000696135.ASM69613v1,-0.00020860434319328633
Duodenum,35,Colletotrichum_gca_001563125.CSAL01,-0.00048058843027675476
Duodenum,35,Colletotrichum_gca_001563135.CSIM01,-0.00047373192084313256
Duodenum,35,Colletotrichum_gca_001625285.Ci238704v1,-0.0003254313016447886
Duodenum,35,Colletotrichum_gca_001855235.ASM185523v1,-0.0006129961279159407
Duodenum,35,Colletotrichum_gca_001937105.ASM193710v1,-0.0001635190485191757
Duodenum,35,Cutaneotrichosporon_IBC0246_GCF_001027345.1,-0.0003874627865511593
Duodenum,35,Cyberlindnera_gca_001983305.ASM198330v1,-0.0003745210146929061
Duodenum,35,Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1,-0.0005254184839545115
Duodenum,35,Debaryomyces_CBS_789_GCF_001447935.1,-0.0004724379255336156
Duodenum,35,Diaporthe_gca_001006365.UCDDA912v1.0,-0.0004524314192706434
Duodenum,35,Eremothecium_DBVPG#7215_GCF_000235365.1,-0.0005615881543393625
Duodenum,35,Exidia_hhb12029_gca_001632375.Exigl1,-0.0005511365664167656
Duodenum,35,Fusarium_NRRL_13405_GCA_003012295.1,-0.000568805225334707
Duodenum,35,Fusarium_NRRL_20438_GCA_003947045.1,-0.0006010302721049527
Duodenum,35,Fusarium_NRRL_3299_GCA_003012315.1,-0.000574922302189258
Duodenum,35,Fusarium_f._sp._cepae_FoC_A23_GCA_003615075.1,-0.0006208817652706333
Duodenum,35,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,-0.0005454520030655983
Duodenum,35,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.0006357244346367748
Duodenum,35,Fusarium_gca_001292635.ASM129263v1,-0.0006397020546242289
Duodenum,35,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,-0.0004849749849674055
Duodenum,35,Malassezia_CBS_7877_GCA_003691605.1,-0.0005011521883491743
Duodenum,35,Metschnikovia_ICS1,-0.00036320153204977794
Duodenum,35,Mucor_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,-0.00034057158139504074
Duodenum,35,Penicillium_Wisconsin_54,-0.0004136967200819938
Duodenum,35,Penicillium_fm164_gca_000513255.PROQFM164_20130607,-0.00044137608734387296
Duodenum,35,Penicillium_fm_013_gca_000513335.PCAMFM013_20131106,-0.0002853679390280192
Duodenum,35,Penicillium_gca_000710275.ASM71027v1,-0.00046443716437936125
Duodenum,35,Penicillium_gca_000769735.ASM76973v1,-0.00035498327547185633
Duodenum,35,Penicillium_gca_000769765.ASM76976v1,-0.00016010542940522602
Duodenum,35,Penicillium_gca_002016555.ASM201655v1,-0.0006430622358189599
Duodenum,35,Penicillium_gca_002072265.ASM207226v1,-0.00024090115962880992
Duodenum,35,Penicillium_gca_002072345.ASM207234v1,-0.0006513883004747923
Duodenum,35,Penicillium_gca_002072375.ASM207237v1,-0.0005011963062451162
Duodenum,35,Purpureocillium_gca_001653265.ASM165326v1,-0.0004702863164545606
Duodenum,35,Purpureocillium_gca_003144605.ASM314460v1,-0.0002047165174171208
Duodenum,35,Rhizopus_CBS_357.93_GCA_003325435.1,-0.0004760069681484317
Duodenum,35,Rhizopus_gca_002083735.Rhimi_ATCC11559_1,-0.0004939270282357155
Duodenum,35,Rhizopus_ra_99_880_gca_000149305.RO3,-0.00028764719918176253
Duodenum,35,Rhodotorula_NBRC10032_GCA_007990605.1,-0.0005535586179892391
Duodenum,35,Rhodotorula_NP11_GCF_000320785.1,-0.0006252603242960475
Duodenum,35,Rhodotorula_UCD,-0.00048317484593857207
Duodenum,35,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,-0.0006432476837348648
Duodenum,35,Rhodotorula_gca_002922495.ASM292249v1,-0.000463296869444455
Duodenum,35,Saccharomyces_AWRI1631_GCA_000182175.1,-0.0004956826992448481
Duodenum,35,Saccharomyces_gca_001298625.SEUB3.0,-4.682519817235053e-05
Duodenum,35,Saccharomyces_gca_001634645.GLBRCY22,-0.00021109994255165773
Duodenum,35,Saccharomyces_vin13_gca_000190215.ScVIN13_v01,-0.00016598845644577828
Duodenum,35,Saccharomyces_vl3_gca_000190235.ScVL3_v01,-0.0002764431228060246
Duodenum,35,Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1,2.400698752613202e-05
Duodenum,35,Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1,-0.0006565482798605712
Duodenum,35,Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1,-0.0007674063426761023
Duodenum,35,Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1,-0.0006024141851868093
Duodenum,35,Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1,-0.00014795469432399814
Duodenum,35,Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1,-0.00039181590097655893
Duodenum,35,Saccharomyces_yjm1332_gca_000977145.Sc_YJM1332_v1,6.478682674941684e-06
Duodenum,35,Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1,-0.00022284980155793532
Duodenum,35,Saccharomyces_yjm1355_gca_000977295.Sc_YJM1355_v1,-0.0004077510891284097
Duodenum,35,Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1,-0.0006580239357621327
Duodenum,35,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,-0.0003459142878258187
Duodenum,35,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,-0.00034882299587034055
Duodenum,35,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,-0.0001901495426841717
Duodenum,35,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,-0.0005212027642911532
Duodenum,35,Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1,-0.00021413750089883005
Duodenum,35,Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1,-0.000553847033122145
Duodenum,35,Saccharomyces_yjm1615_gca_000978345.Sc_YJM1615_v1,-0.00020376709731368794
Duodenum,35,Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1,-0.00010072818651942558
Duodenum,35,Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1,-0.00036290930299849496
Duodenum,35,Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1,-0.00047483990484396274
Duodenum,35,Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1,-0.0005394754989795971
Duodenum,35,Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1,-0.000347354424503878
Duodenum,35,Talaromyces_ATCC_10500_GCF_000003125.1,-0.0005400577643850267
Duodenum,35,Talaromyces_pm1_gca_000750115.ASM75011v1,-0.00019758172504400978
Duodenum,35,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,-0.0003316007880179027
Duodenum,35,Trichoderma_gca_002022785.ASM202278v1,-0.0005198338803616444
Duodenum,35,Trichoderma_gca_003025115.Trici_v4.0,-0.0004625663833206576
Duodenum,35,Wickerhamomyces_NRRL_Y,-0.00022944472130822076
Feces,1,Alternaria_FERA_1082_GCA_004154745.1,9.279727219751843e-05
Feces,1,Alternaria_FERA_1164_GCA_004156015.1,3.405063569425945e-05
Feces,1,Alternaria_FERA_1177_GCA_004154755.1,0.0001289757912506883
Feces,1,Alternaria_FERA_24350_GCA_004154735.1,5.9818540760999146e-05
Feces,1,Alternaria_FERA_635_GCA_004168565.1,3.2566473114095155e-05
Feces,1,Alternaria_MG1_GCA_003574525.1,8.007999281684248e-05
Feces,1,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,0.00014191226459902903
Feces,1,Aspergillus_3_042_gca_000269785.AspOry3042,9.0668055140296e-05
Feces,1,Aspergillus_ATCC_13496_GCA_003344705.1,2.6142365710138925e-05
Feces,1,Aspergillus_ATCC_16872_GCF_001890905.1,5.429108700300344e-05
Feces,1,Aspergillus_CA14_GCA_003709025.1,6.740485273707918e-05
Feces,1,Aspergillus_CBS_101883_GCF_003184595.1,0.00010097524875277387
Feces,1,Aspergillus_CBS_101889_GCA_003184865.1,0.0001266564469238902
Feces,1,Aspergillus_CBS_114.51_GCF_003184785.1,6.152168928629988e-05
Feces,1,Aspergillus_CBS_117626_GCA_009193485.1,4.26798459352559e-05
Feces,1,Aspergillus_CBS_121591_GCF_003184745.1,0.000137996215632302
Feces,1,Aspergillus_CBS_130017_GCA_009193525.1,4.2256984718334024e-05
