compartment_yeast,day,yeast,average_weighted_mtype,organism,ncbiid,kingdom,phylum,class,order,family,genus,file
Duodenum,21,Penicillium_fm164_gca_000513255.PROQFM164_20130607,0.0000826,Penicillium roqueforti,5082,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti_fm164_gca_000513255.PROQFM164_20130607.json
Duodenum,21,Penicillium_fm_013_gca_000513335.PCAMFM013_20131106,-0.0000304,Penicillium camemberti,5075,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106.json
Duodenum,21,Penicillium_gca_000710275.ASM71027v1,0.0000327,Penicillium chrysogenum,5076,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_chrysogenum_gca_000710275.ASM71027v1.json
Duodenum,21,Penicillium_gca_000769735.ASM76973v1,-0.000224823,Penicillium expansum,27334,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_expansum_gca_000769735.ASM76973v1.json
Duodenum,21,Penicillium_gca_000769765.ASM76976v1,-0.0000263,Penicillium italicum,40296,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_italicum_gca_000769765.ASM76976v1.json
Duodenum,21,Penicillium_gca_002016555.ASM201655v1,0.00015711,Penicillium brasilianum,104259,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_brasilianum_gca_002016555.ASM201655v1.json
Duodenum,21,Penicillium_gca_002072265.ASM207226v1,0.0000945,Penicillium polonicum,60169,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_polonicum_gca_002072265.ASM207226v1.json
Duodenum,21,Penicillium_gca_002072345.ASM207234v1,0.000200892,Penicillium antarcticum,416450,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_antarcticum_gca_002072345.ASM207234v1.json
Duodenum,21,Penicillium_gca_002072375.ASM207237v1,-0.0000939,Penicillium steckii,303698,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_steckii_gca_002072375.ASM207237v1.json
Duodenum,21,Purpureocillium_gca_001653265.ASM165326v1,-0.000380493,Purpureocillium lilacinum,33203,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium_lilacinum_gca_001653265.ASM165326v1.json
Duodenum,21,Purpureocillium_gca_003144605.ASM314460v1,-0.0000403,Purpureocillium lilacinum,33203,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium_lilacinum_gca_003144605.ASM314460v1.json
Duodenum,21,Rhizopus_CBS_357.93_GCA_003325435.1,-0.00000511,Rhizopus azygosporus,86630,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_azygosporus_CBS_357.93_GCA_003325435.1.json
Duodenum,21,Rhizopus_gca_002083735.Rhimi_ATCC11559_1,0.000101636,Rhizopus microsporus,58291,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_microsporus_gca_002083735.Rhimi_ATCC11559_1.json
Duodenum,21,Rhizopus_ra_99_880_gca_000149305.RO3,0.0000641,Rhizopus delemar,936053,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_delemar_ra_99_880_gca_000149305.RO3.json
Duodenum,21,Rhodotorula_NBRC10032_GCA_007990605.1,-0.000290737,Rhodotorula toruloides,5286,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_toruloides_NBRC10032_GCA_007990605.1.json
Duodenum,21,Rhodotorula_NP11_GCF_000320785.1,0.000216672,Rhodotorula toruloides,5286,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_toruloides_NP11_GCF_000320785.1.json
Duodenum,21,Rhodotorula_UCD,-0.0000762,Rhodotorula diobovata,5288,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_diobovata_UCD.json
Duodenum,21,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,0.0000864,Rhodotorula toruloides,5286,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_toruloides_gca_001255795.IFO0880_HGAP3_v1.json
Duodenum,21,Rhodotorula_gca_002922495.ASM292249v1,0.000156421,Rhodotorula taiwanensis,741276,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_taiwanensis_gca_002922495.ASM292249v1.json
Duodenum,21,Saccharomyces_AWRI1631_GCA_000182175.1,0.0000976,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_AWRI1631_GCA_000182175.1.json
Duodenum,21,Saccharomyces_gca_001298625.SEUB3.0,0.0000853,Saccharomyces eubayanus,1080349,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_eubayanus_gca_001298625.SEUB3.0.json
Duodenum,21,Saccharomyces_gca_001634645.GLBRCY22,-0.000170846,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_gca_001634645.GLBRCY22.json
Duodenum,21,Saccharomyces_vin13_gca_000190215.ScVIN13_v01,0.0000905,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_vin13_gca_000190215.ScVIN13_v01.json
Duodenum,21,Saccharomyces_vl3_gca_000190235.ScVL3_v01,0.00021427,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_vl3_gca_000190235.ScVL3_v01.json
Duodenum,21,Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1,0.0000541,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1078_gca_000975645.Sc_YJM1078_v1.json
Duodenum,21,Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1,-0.000380261,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1202_gca_000976785.Sc_YJM1202_v1.json
Duodenum,21,Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1,0.000136244,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1208_gca_000976815.Sc_YJM1208_v1.json
Duodenum,21,Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1,-0.000106187,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1242_gca_000976845.Sc_YJM1242_v1.json
Duodenum,21,Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1,0.000114648,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1244_gca_000976875.Sc_YJM1244_v1.json
Duodenum,21,Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1,0.0000753,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1307_gca_000977055.Sc_YJM1307_v1.json
Duodenum,21,Saccharomyces_yjm1332_gca_000977145.Sc_YJM1332_v1,0.000132594,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1332_gca_000977145.Sc_YJM1332_v1.json
Duodenum,21,Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1,0.000196316,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1338_gca_000977205.Sc_YJM1338_v1.json
Duodenum,21,Saccharomyces_yjm1355_gca_000977295.Sc_YJM1355_v1,-0.0000543,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1355_gca_000977295.Sc_YJM1355_v1.json
Duodenum,21,Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1,-0.000380702,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1415_gca_000977685.Sc_YJM1415_v1.json
Duodenum,21,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.000175215,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1444_gca_000977925.Sc_YJM1444_v1.json
Duodenum,21,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,-0.000248535,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1450_gca_000977985.Sc_YJM1450_v1.json
Duodenum,21,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.0000144,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1460_gca_000978015.Sc_YJM1460_v1.json
Duodenum,21,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,0.000183529,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1526_gca_000978165.Sc_YJM1526_v1.json
Duodenum,21,Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1,0.000134877,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1527_gca_000978195.Sc_YJM1527_v1.json
Duodenum,21,Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1,0.000124832,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1592_gca_000978315.Sc_YJM1592_v1.json
Duodenum,21,Saccharomyces_yjm1615_gca_000978345.Sc_YJM1615_v1,0.0000829,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm1615_gca_000978345.Sc_YJM1615_v1.json
Duodenum,21,Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1,-0.0000835,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm193_gca_000975765.Sc_YJM193_v1.json
Duodenum,21,Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1,0.000186241,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm451_gca_000976005.Sc_YJM451_v1.json
Duodenum,21,Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1,0.000244383,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm555_gca_000976185.Sc_YJM555_v1.json
Duodenum,21,Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1,-0.000380638,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm969_gca_000976395.Sc_YJM969_v1.json
Duodenum,21,Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1,-0.00000777,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_yjm972_gca_000976425.Sc_YJM972_v1.json
Duodenum,21,Talaromyces_ATCC_10500_GCF_000003125.1,0.000129881,Talaromyces stipitatus,28564,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_stipitatus_ATCC_10500_GCF_000003125.1.json
Duodenum,21,Talaromyces_pm1_gca_000750115.ASM75011v1,0.0000994,Talaromyces marneffei,37727,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_marneffei_pm1_gca_000750115.ASM75011v1.json
Duodenum,21,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.000247153,Trichoderma asperellum,101201,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_asperellum_cbs_433_97_gca_003025105.Trias_v._1.0.json
Duodenum,21,Trichoderma_gca_002022785.ASM202278v1,0.0000109,Trichoderma guizhouense,1491466,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_guizhouense_gca_002022785.ASM202278v1.json
Duodenum,21,Trichoderma_gca_003025115.Trici_v4.0,0.000145827,Trichoderma citrinoviride,58853,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.json
Duodenum,21,Wickerhamomyces_NRRL_Y,0.000155004,Wickerhamomyces ciferrii,1041607,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces_ciferrii_NRRL_Y.json
Duodenum,35,Alternaria_FERA_1082_GCA_004154745.1,-0.000406868,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_1082_GCA_004154745.1.json
Duodenum,35,Alternaria_FERA_1164_GCA_004156015.1,-0.000405128,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_1164_GCA_004156015.1.json
Duodenum,35,Alternaria_FERA_1177_GCA_004154755.1,-0.000407522,Alternaria alternata,5599,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_alternata_FERA_1177_GCA_004154755.1.json
Duodenum,35,Alternaria_FERA_24350_GCA_004154735.1,-0.000925499,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_24350_GCA_004154735.1.json
Duodenum,35,Alternaria_FERA_635_GCA_004168565.1,-0.000174658,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_635_GCA_004168565.1.json
Duodenum,35,Alternaria_MG1_GCA_003574525.1,-0.000413075,Alternaria sp.,1715220,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_sp._MG1_GCA_003574525.1.json
Duodenum,35,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,-0.000307005,Aspergillus oryzae,5062,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_oryzae_100_8_gca_000691885.Aspergillus_oryzae_100.json
Duodenum,35,Aspergillus_3_042_gca_000269785.AspOry3042,-0.000418231,Aspergillus oryzae,5062,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_oryzae_3_042_gca_000269785.AspOry3042.json
Duodenum,35,Aspergillus_ATCC_13496_GCA_003344705.1,-0.000499075,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_ATCC_13496_GCA_003344705.1.json
Duodenum,35,Aspergillus_ATCC_16872_GCF_001890905.1,-0.000590861,Aspergillus aculeatus,5053,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_aculeatus_ATCC_16872_GCF_001890905.1.json
Duodenum,35,Aspergillus_CA14_GCA_003709025.1,-0.000854887,Aspergillus flavus,5059,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus_CA14_GCA_003709025.1.json
Duodenum,35,Aspergillus_CBS_101883_GCF_003184595.1,-0.000313972,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_CBS_101883_GCF_003184595.1.json
Duodenum,35,Aspergillus_CBS_101889_GCA_003184865.1,-0.000362726,Aspergillus homomorphus,319626,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_homomorphus_CBS_101889_GCA_003184865.1.json
Duodenum,35,Aspergillus_CBS_114.51_GCF_003184785.1,-0.000426056,Aspergillus japonicus,34381,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_japonicus_CBS_114.51_GCF_003184785.1.json
Duodenum,35,Aspergillus_CBS_117626_GCA_009193485.1,-0.000440186,Aspergillus tamarii,41984,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tamarii_CBS_117626_GCA_009193485.1.json
Duodenum,35,Aspergillus_CBS_121591_GCF_003184745.1,-0.00053242,Aspergillus uvarum,446911,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_uvarum_CBS_121591_GCF_003184745.1.json
Duodenum,35,Aspergillus_CBS_130017_GCA_009193525.1,-0.000207494,Aspergillus sergii,1034303,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sergii_CBS_130017_GCA_009193525.1.json
Duodenum,35,Aspergillus_CBS_139.54b_GCF_003344945.1,-0.000340037,Aspergillus welwitschiae,1341132,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_welwitschiae_CBS_139.54b_GCF_003344945.1.json
Duodenum,35,Aspergillus_CBS_313.89_GCA_003184825.1,-0.000468091,Aspergillus fijiensis,1191702,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_fijiensis_CBS_313.89_GCA_003184825.1.json
Duodenum,35,Aspergillus_CBS_553.77_GCA_009193565.1,-0.000117132,Aspergillus coremiiformis,138285,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_coremiiformis_CBS_553.77_GCA_009193565.1.json
Duodenum,35,Aspergillus_CBS_763.97_GCA_009193585.1,-0.000687552,Aspergillus caelatus,61420,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_caelatus_CBS_763.97_GCA_009193585.1.json
Duodenum,35,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.000568987,Aspergillus turcosus,1245748,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_turcosus_HMR_AF_1038_GCA_002234975.2.json
Duodenum,35,Aspergillus_HMR_AF_23_GCA_002234965.2,-0.000383031,Aspergillus turcosus,1245748,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_turcosus_HMR_AF_23_GCA_002234965.2.json
Duodenum,35,Aspergillus_IBT_18842_GCA_009193465.1,-0.000914991,Aspergillus avenaceus,36643,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_avenaceus_IBT_18842_GCA_009193465.1.json
Duodenum,35,Aspergillus_IBT_28561_GCF_002847485.1,-0.0000163,Aspergillus campestris,41068,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_campestris_IBT_28561_GCF_002847485.1.json
Duodenum,35,Aspergillus_IBT_29228_GCA_009193595.1,-0.000412943,Aspergillus bertholletiae,1226010,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_bertholletiae_IBT_29228_GCA_009193595.1.json
Duodenum,35,Aspergillus_IFM_58123_GCA_003850985.1,-0.000628751,Aspergillus awamori,105351,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_awamori_IFM_58123_GCA_003850985.1.json
Duodenum,35,Aspergillus_NIH2624_GCF_000149615.1,0.0000702,Aspergillus terreus,33178,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_terreus_NIH2624_GCF_000149615.1.json
Duodenum,35,Aspergillus_NRRL3357_GCF_000006275.2,-0.000662873,Aspergillus flavus,5059,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus_NRRL3357_GCF_000006275.2.json
Duodenum,35,Aspergillus_RIB40_GCF_000184455.2,-0.000636975,Aspergillus oryzae,5062,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_oryzae_RIB40_GCF_000184455.2.json
Duodenum,35,Aspergillus_af70_gca_000952835.ASM95283v1,-0.000391129,Aspergillus flavus,5059,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus_af70_gca_000952835.ASM95283v1.json
Duodenum,35,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.000295547,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_atcc_1015_gca_000230395.ASPNI_v3.0.json
Duodenum,35,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-0.000592087,Aspergillus brasiliensis,319629,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_brasiliensis_cbs_101740_gca_001889945.Aspbr1.json
Duodenum,35,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.00032632,Aspergillus vadensis,288669,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_vadensis_cbs_113365_gca_003184925.Aspvad1.json
Duodenum,35,Aspergillus_cbs_115572_gca_003184525.Aspscl1,-0.000623138,Aspergillus sclerotioniger,319627,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sclerotioniger_cbs_115572_gca_003184525.Aspscl1.json
Duodenum,35,Aspergillus_cbs_134_48_gca_001890745.Asptu1,-0.000274387,Aspergillus tubingensis,5068,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tubingensis_cbs_134_48_gca_001890745.Asptu1.json
Duodenum,35,Aspergillus_cbs_583_65_gca_001890125.Aspve1,-0.000392641,Aspergillus versicolor,46472,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_versicolor_cbs_583_65_gca_001890125.Aspve1.json
Duodenum,35,Aspergillus_dto_134e9_gca_001890725.Aspwe1,-0.000641858,Aspergillus wentii,5066,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_wentii_dto_134e9_gca_001890725.Aspwe1.json
Duodenum,35,Aspergillus_gca_001515345.ASM151534v1,-0.000314629,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_gca_001515345.ASM151534v1.json
Duodenum,35,Aspergillus_gca_001717485.ASM171748v1,-0.000568367,Aspergillus cristatus,573508,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_cristatus_gca_001717485.ASM171748v1.json
Duodenum,35,Aspergillus_gca_002234965.ASM223496v1,-0.000182205,Aspergillus turcosus,1245748,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_turcosus_gca_002234965.ASM223496v1.json
Duodenum,35,Aspergillus_ibt_23096_gca_002849105.Aspste1,-0.000444431,Aspergillus steynii,306088,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_steynii_ibt_23096_gca_002849105.Aspste1.json
Duodenum,35,Aspergillus_z5_gca_001029325.ASM102932v1,-0.0003712,Aspergillus fumigatus,746128,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_fumigatus_z5_gca_001029325.ASM102932v1.json
Duodenum,35,Aureobasidium_EXF,-0.000214107,Wallemia hederae,1540922,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_hederae_EXF.json
Duodenum,35,Aureobasidium_EXF,-0.000214107,Wallemia ichthyophaga,245174,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_ichthyophaga_EXF.json
Duodenum,35,Aureobasidium_EXF,-0.000214107,Aureobasidium subglaciale,1042127,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium_subglaciale_EXF.json
Duodenum,35,Aureobasidium_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,-0.000245563,Aureobasidium melanogenum,46634,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium_melanogenum_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0.json
Duodenum,35,Candida_ATCC_20962_GCA_003327735.1,-0.000593591,Candida viswanathii,5486,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_viswanathii_ATCC_20962_GCA_003327735.1.json
Duodenum,35,Candida_p60002_gca_000784525.Cand_albi_P60002_V1,-0.000614543,Candida albicans,5476,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_albicans_p60002_gca_000784525.Cand_albi_P60002_V1.json
Duodenum,35,Cercospora_gca_002933655.Cbert_1,-0.000431559,Cercospora berteroae,357750,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora_berteroae_gca_002933655.Cbert_1.json
